ID.PRO,NOT,VOL,FOL,DIA,MES,AÑO,LUGAR,ESCRIBANO,TIPO
1V11F675V,1,11,675V,11,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11F675V,1,11,676R,13,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,FIANZA
1V11F676V,1,11,676V,13,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F677R,1,11,677R-678V,14,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,TESTAMENTO
1V11F679V,1,11,6479V,14,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F680R,1,11,680R,15,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F680V,1,11,680V-689R,15,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,DONACION
1V11F689V,1,11,689V,15,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11F690R,1,11,690R,22,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11F690V,1,11,690V,22,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F681R,1,11,681R,16,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F681V,1,11,681V,16,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11F682R,1,11,682R,19,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11F682V,1,11,682V,23,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F683R,1,11,683R-683V,24,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F684R,1,11,684R,29,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F684V,1,11,684V-685R,29,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F685V,1,11,685V,31,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F686R,1,11,686R,31,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,CONCIERTO
1V11F686V,1,11,686V-687R,31,10,1580,SANTAFE,LUIS LOPEZ CARVAJAL,CARTA DE PAGO
1V11F687R,1,11,687R-687V,3,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F688R,1,11,688R-688V,4,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F691R,1,11,681R,4,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F691V,1,11,681V-692R,5,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11F692V,1,11,692V,10,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F693R,1,11,693R-693V,10,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F694R,1,11,694R-694V,11,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F695R,1,11,695R,15,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F695V,1,11,695V,15,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11F696R,1,11,696R,15,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11F696V,1,11,696V,21,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F697R,1,11,697R-697V,18,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F698R,1,11,698R-699V,22,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,VENTA
1V11F700R,1,11,700R-700V,22,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F701R,1,11,701R-701V,24,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F702R,1,11,702R,23,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F702V,1,11,702V,24,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F703R,1,11,703R-703V,25,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F704R,1,11,704R-705V,24,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,CARTA DE PAGO
1V11F706R,1,11,706R-708V,25,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F709R,1,11,709R,28,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F709V,1,11,709V,28,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F710R,1,11,710R,28,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F710V,1,11,710V,28,11,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F711R,1,11,711R-711V,1,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F712R,1,11,712R-712V,1,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F713R,1,11,713R,2,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11F713V,1,11,713V,6,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F714R,1,11,714R-714V,7,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F715R,1,11,715R-715V,8,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F716R,1,11,716R-716V,8,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F717R,1,11,717R-717V,10,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F718R,1,11,718R,10,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F718V,1,11,718V-719R,13,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,CONCIERTO
1V11F719R,1,11,719R-719V,13,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F720R,1,11,720R-720V,13,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F721R,1,11,721R-721V,14,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F722R,1,11,722R-723R,15,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,DONACION
1V11F723V,1,11,723V,16,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F724R,1,11,724R,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,PODER
1V11F724V,1,11,724V-725R,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F725V,1,11,725V,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F726R,1,11,726R-726V,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F727R,1,11,727R,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F727V,1,11,727V-728R,17,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11F728V,1,11,728V,30,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11F729R,1,11,729R-729V,31,12,1580,SANTAFE,LUIS LOPEZ CARVAJAL,VENTA
1584,,,,,,,,,
1V11AF1R,1,11A,1R,2,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF1V,1,11A,1V-2R,2,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF2V,1,11A,2V,2,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF3R,1,11A,3R,2,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF3V,1,11A,3V-4R,2,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,VENTA
1V11AF4V,1,11A,4V,3,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF5R,1,11A,5R,3,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,ASIENTO
1V11AF5V,1,11A,5V,3,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF6R,1,11A,6R,3,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF6V,1,11A,6V,4,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF7R,1,11A,7R,7,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF7V,1,11A,7V,7,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,ARRENDAMIENTO
1V11AF8R,1,11A,8R,8,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,ARRENDAMIENTO
1V11AF8V,1,11A,8V,8,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF9R,1,11A,9R,10,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF9V,1,11A,9V,10,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,ARRENDAMIENTO
1V11AF10R,1,11A,10R,13,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF10V,1,11A,10V-11V,13,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,VENTA
1V11AF12R,1,11A,12R,13,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF12V,1,11A,12V,13,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF13R,1,11A,13R-14V,15,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,TESTAMENTO
1V11AF15R,1,11A,15R,14,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11AF15V,1,11A,15V,16,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF16R,1,11A,16R,17,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF16V,1,11A,16V-17R,18,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF17V,1,11A,17V-18R,18,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF18V,1,11A,18V,18,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF19R,1,11A,19R,21,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF19V,1,11A,19V,23,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF20R,1,11A,20R,23,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF20V,1,11A ,20V,24,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF21R,1,11A,21R,28,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE PAGO
1V11AF21V,1,11A,21V,29,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF22V,1,11A,22V-24V,31,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF25R,1,11A,25R,31,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF25V,1,11A,25V-26R,31,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF26V,1,11A,26V-27R,31,1,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF27V,1,11A,27V,1,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF28R,1,11A,28R,1,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11AF28V,1,11A,28V,1,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF29R,1,11A,29R,1,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF29V,1,11A,29V,3,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF30R,1,11A,30R,3,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF30V,1,11A,30V,4,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF31R,1,11A,31R-31V,4,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF32R,1,11A,32R,7,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF32V,1,11A,32V,7,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF33R,1,11A,33R,8,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11AF33V,1,11A,33V-36V,11,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF37R,1,11A,37R,11,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF38R,1,11A,38R-38V,11,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF39R,1,11A,39R-39V,11,2,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,VENTA
1V11AF40R,1,11A,40R-40V,13,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF41R,1,11A,41R,13,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11AF41V,1,11A,41V,13,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE PAGO
1V11AF42R,1,11A,42R-42V,14,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF43R,1,11A,43R,14,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF43V,1,11A,43V,14,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF44R,1,11A,44R,15,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF44V,1,11A,44V,15,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF45R,1,11A,45R,15,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF45V,1,11A,45V,15,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF46R,1,11A,46R,17,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF46V,1,11A,46V,18,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF47R,1,11A,47R-47V,17,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,DONACION
1V11AF48R,1,11A,48R-48V,18,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF49R,1,11A,49R-49V,19,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF50R,1,11A,50R,19,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF50V,1,11A,50V,20,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CONCIERTO
1V11AF51R,1,11A,51R,21,2,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,PODER EN PROPIA CAUSA
1V11AF51V,1,11A,51V,22,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,PODER
1V11AF52R,1,11A,52R-52V,24,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF53R,1,11A,53R,24,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,CARTA DE PAGO
1V11AF53V,1,11A,53V,24,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF54R,1,11A,54R-56V,24,2,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,VENTA
1V11AF57R,1,11A,57R-57V,24,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF58R,1,11A,58R-58V,24,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF59R,1,11A,59R,27,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF59V,1,11A,59V,28,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF60R,1,11A,60R,2,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL ,OBLIGACION
1V11AF61R,1,11A,61R,3,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF61V,1,11A,61V,4,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF62R,1,11A,62R-63V,4,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF64R,1,11A,64R-64V,5,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF65R,1,11A,65R,4,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF65V,1,11A,65V-66R,4,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF66V,1,11A,66V,7,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF67R,1,11A,67R,28,2,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF67V,1,11A,67V-71V,9,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF72R,1,11A,72R,7,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF72V,1,11A,72V,9,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF73R,1,11A,73R,9,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF73V,1,11A,73V,9,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ARRENDAMIENTO
1V11AF74R,1,11A,74R,9,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF74V,1,11A,74V,10,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF75R,1,11A,75R,10,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF76R,1,11A,76R,10,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF76V,1,11A,76V,12,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF77R,1,11A,77R,12,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF78R,1,11A,78R-78V,13,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF79R,1,11A,79R,15,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF79V,1,11A,79V,16,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF80R,1,11A,80R,16,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF80V,1,11A,80V,17,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF81R,1,11A,81R-82V,17,3,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF83R,1,11A,83R,19,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF83V,1,11A,83V,23,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE PAGO
1V11AF84R,1,11A,84R,27,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF84V,1,11A,84V,31,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF85R,1,11A,85R-85V,31,3,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF86R,1,11A,86R,1,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF86V,1,11A,86V,1,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF87R,1,11A,87R,2,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF87V,1,11A,87V,2,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF88R,1,11A,88R-88V,2,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF89R,1,11A,89R,3,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF89V,1,11A,89V,4,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF90R,1,11A,90R,6,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF90V,1,11A,90V,6,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF91R,1,11A,91R,7,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF91V,1,11A,91V,7,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF92R,1,11A,92R,7,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF92V,1,11A,92V-93R,9,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF93V,1,11A,93V,10,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF94R,1,11A,94R,13,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF94V,1,11A,94V-95R,22,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF95V,1,11A,95V,22,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF96R,1,11A,96R-96V,23,4,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,VENTA
1V11AF97R,1,11A,97R,23,4,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,PODER
1V11AF97V,1,11A,97V,23,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF98R,1,11A,98R,23,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF98V,1,11A,98V,24,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF99R,1,11A,99R,24,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF100R,1,11A,100R-101R,26,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF101V,1,11A,101V,26,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF102R,1,11A,102R,26,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF102V,1,11A,102V,27,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF103R,1,11A,103R,27,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF103V,1,11A,103V,28,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF104R,1,11A,104R-104V,28,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF105R,1,11A,105R-105V,29,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF106R,1,11A,106R-107R,29,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF107R,1,11A,107R-107V,30,4,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,PODER
1V11AF108R,1,11A,108R-108V,30,4,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF109R,1,11A,109R,2,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF109V,1,11A,109V,2,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,FIANZA
1V11AF110R,1,11A,110R-110V,4,5,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,PODER
1V11AF111R,1,11A,111R,3,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,HIPOTECA
1V11AF111V,1,11A,111V,5,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF112R,1,11A,112R-112V,6,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF114R,1,11A,114R-114V,7,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF115R,1,11A,115R-115V,7,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF116R,1,11A,116R-116V,8,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF117R,1,11A,117R,8,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF117V,1,11A,117V,18,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF118R,1,11A,118R-118V,11,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF119V,1,11A,119V,16,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF120R,1,11A,120R-120V,19,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF121R,1,11A,121R,19,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF121V,1,11A,121V,20,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF122R,1,11A,122R,21,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF122V,1,11A,122V,21,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF123R,1,11A,123R,21,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF123V,1,11A,123V,22,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF124R,1,11A,124R,23,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF124V,1,11A,124V,25,5,1584,SANTA FE,LUIS LOPEZ CARVAJAL,ASIENTO
1V11AF125R,1,11A,125R,1,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF125V,1,11A,125V-126R,10,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF126V,1,11A,126V,11,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF127R,1,11A,127R-127V,12,6,1584,SANTA FE ,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF128R,1,11A,128R-128V,12,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF129R,1,11A,129R,13,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF129V,1,11A,129V-130R,13,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,CARTA DE LASTO
1V11AF130V,1,11A,130V,16,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF131R,1,11A,131R,17,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF131V,1,11A,131V,22,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF132R,1,11A,132R,22,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF132V,1,11A,132V-133V,22,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,VENTA
1V11AF134R,1,11A,134R,22,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
1V11AF134V,1,11A,134V-135R,26,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,DONACION
1V11AF135V,1,11A,135V,27,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF136R,1,11A,136R,30,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF136V,1,11A,136V,30,6,1584,SANTA FE,LUIS LOPEZ CARVAJAL,PODER
1V11AF137R,1,11A,137R,6,7,1584,SANTA FE,LUIS LOPEZ CARVAJAL,OBLIGACION
